dataset,stack_id,group_id,path,stack_index,source_stack_file,source_stack_index,n_slices,best_focus_index,label_source,confidence,outer_split,inner_split
WBC,WBC_012463,WBC_012463,/home/dineth/focus_measure/datasets/WBC_dataset1/12463,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,12463,10,5,q1_revision_surrogate,,trainval,train
WBC,WBC_012464,WBC_012464,/home/dineth/focus_measure/datasets/WBC_dataset1/12464,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,12464,10,5,q1_revision_surrogate,,trainval,train
WBC,WBC_012465,WBC_012465,/home/dineth/focus_measure/datasets/WBC_dataset1/12465,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,12465,10,7,q1_revision_surrogate,,trainval,train
WBC,WBC_012466,WBC_012466,/home/dineth/focus_measure/datasets/WBC_dataset1/12466,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,12466,10,5,q1_revision_surrogate,,trainval,train
WBC,WBC_012467,WBC_012467,/home/dineth/focus_measure/datasets/WBC_dataset1/12467,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,12467,10,5,q1_revision_surrogate,,trainval,train
WBC,WBC_012468,WBC_012468,/home/dineth/focus_measure/datasets/WBC_dataset1/12468,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,12468,10,5,q1_revision_surrogate,,trainval,val
WBC,WBC_012469,WBC_012469,/home/dineth/focus_measure/datasets/WBC_dataset1/12469,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,12469,10,6,q1_revision_surrogate,,trainval,val
WBC,WBC_012470,WBC_012470,/home/dineth/focus_measure/datasets/WBC_dataset1/12470,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,12470,10,6,q1_revision_surrogate,,trainval,val
WBC,WBC_012471,WBC_012471,/home/dineth/focus_measure/datasets/WBC_dataset1/12471,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,12471,10,6,q1_revision_surrogate,,test,test
WBC,WBC_012472,WBC_012472,/home/dineth/focus_measure/datasets/WBC_dataset1/12472,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,12472,10,6,q1_revision_surrogate,,trainval,val
WBC,WBC_012473,WBC_012473,/home/dineth/focus_measure/datasets/WBC_dataset1/12473,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,12473,10,5,q1_revision_surrogate,,trainval,train
WBC,WBC_012474,WBC_012474,/home/dineth/focus_measure/datasets/WBC_dataset1/12474,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,12474,10,6,q1_revision_surrogate,,trainval,train
WBC,WBC_012475,WBC_012475,/home/dineth/focus_measure/datasets/WBC_dataset1/12475,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,12475,10,6,q1_revision_surrogate,,trainval,train
WBC,WBC_012476,WBC_012476,/home/dineth/focus_measure/datasets/WBC_dataset1/12476,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,12476,10,5,q1_revision_surrogate,,trainval,train
WBC,WBC_012477,WBC_012477,/home/dineth/focus_measure/datasets/WBC_dataset1/12477,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,12477,10,6,q1_revision_surrogate,,test,test
WBC,WBC_012478,WBC_012478,/home/dineth/focus_measure/datasets/WBC_dataset1/12478,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,12478,10,6,q1_revision_surrogate,,trainval,train
WBC,WBC_012479,WBC_012479,/home/dineth/focus_measure/datasets/WBC_dataset1/12479,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,12479,10,5,q1_revision_surrogate,,test,test
WBC,WBC_012480,WBC_012480,/home/dineth/focus_measure/datasets/WBC_dataset1/12480,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,12480,10,5,q1_revision_surrogate,,test,test
WBC,WBC_012481,WBC_012481,/home/dineth/focus_measure/datasets/WBC_dataset1/12481,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,12481,10,6,q1_revision_surrogate,,trainval,train
WBC,WBC_012482,WBC_012482,/home/dineth/focus_measure/datasets/WBC_dataset1/12482,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,12482,10,5,q1_revision_surrogate,,test,test
WBC,WBC_012483,WBC_012483,/home/dineth/focus_measure/datasets/WBC_dataset1/12483,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,12483,10,5,q1_revision_surrogate,,trainval,train
WBC,WBC_012484,WBC_012484,/home/dineth/focus_measure/datasets/WBC_dataset1/12484,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,12484,10,6,q1_revision_surrogate,,trainval,train
WBC,WBC_012485,WBC_012485,/home/dineth/focus_measure/datasets/WBC_dataset1/12485,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,12485,10,6,q1_revision_surrogate,,trainval,train
WBC,WBC_012486,WBC_012486,/home/dineth/focus_measure/datasets/WBC_dataset1/12486,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,12486,10,6,q1_revision_surrogate,,test,test
WBC,WBC_012487,WBC_012487,/home/dineth/focus_measure/datasets/WBC_dataset1/12487,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,12487,10,6,q1_revision_surrogate,,test,test
WBC,WBC_012488,WBC_012488,/home/dineth/focus_measure/datasets/WBC_dataset1/12488,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,12488,10,6,q1_revision_surrogate,,trainval,train
WBC,WBC_012489,WBC_012489,/home/dineth/focus_measure/datasets/WBC_dataset1/12489,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,12489,10,6,q1_revision_surrogate,,test,test
WBC,WBC_012490,WBC_012490,/home/dineth/focus_measure/datasets/WBC_dataset1/12490,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,12490,10,6,q1_revision_surrogate,,trainval,train
WBC,WBC_012491,WBC_012491,/home/dineth/focus_measure/datasets/WBC_dataset1/12491,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,12491,10,5,q1_revision_surrogate,,test,test
WBC,WBC_012492,WBC_012492,/home/dineth/focus_measure/datasets/WBC_dataset1/12492,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,12492,10,5,q1_revision_surrogate,,test,test
WBC,WBC_012493,WBC_012493,/home/dineth/focus_measure/datasets/WBC_dataset1/12493,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,12493,10,6,q1_revision_surrogate,,trainval,train
WBC,WBC_012494,WBC_012494,/home/dineth/focus_measure/datasets/WBC_dataset1/12494,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,12494,10,6,q1_revision_surrogate,,test,test
WBC,WBC_012495,WBC_012495,/home/dineth/focus_measure/datasets/WBC_dataset1/12495,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,12495,10,6,q1_revision_surrogate,,trainval,train
WBC,WBC_012496,WBC_012496,/home/dineth/focus_measure/datasets/WBC_dataset1/12496,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,12496,10,6,q1_revision_surrogate,,trainval,train
WBC,WBC_012497,WBC_012497,/home/dineth/focus_measure/datasets/WBC_dataset1/12497,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,12497,10,6,q1_revision_surrogate,,trainval,val
WBC,WBC_012498,WBC_012498,/home/dineth/focus_measure/datasets/WBC_dataset1/12498,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,12498,10,6,q1_revision_surrogate,,trainval,train
WBC,WBC_012499,WBC_012499,/home/dineth/focus_measure/datasets/WBC_dataset1/12499,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,12499,10,6,q1_revision_surrogate,,trainval,train
WBC,WBC_012500,WBC_012500,/home/dineth/focus_measure/datasets/WBC_dataset1/12500,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,12500,10,5,q1_revision_surrogate,,test,test
WBC,WBC_012501,WBC_012501,/home/dineth/focus_measure/datasets/WBC_dataset1/12501,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,12501,10,5,q1_revision_surrogate,,trainval,train
WBC,WBC_012502,WBC_012502,/home/dineth/focus_measure/datasets/WBC_dataset1/12502,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,12502,10,6,q1_revision_surrogate,,test,test
WBC,WBC_012503,WBC_012503,/home/dineth/focus_measure/datasets/WBC_dataset1/12503,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,12503,10,5,q1_revision_surrogate,,trainval,train
WBC,WBC_012504,WBC_012504,/home/dineth/focus_measure/datasets/WBC_dataset1/12504,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,12504,10,5,q1_revision_surrogate,,trainval,train
WBC,WBC_012505,WBC_012505,/home/dineth/focus_measure/datasets/WBC_dataset1/12505,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,12505,10,6,q1_revision_surrogate,,trainval,val
WBC,WBC_012506,WBC_012506,/home/dineth/focus_measure/datasets/WBC_dataset1/12506,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,12506,10,6,q1_revision_surrogate,,trainval,train
WBC,WBC_012507,WBC_012507,/home/dineth/focus_measure/datasets/WBC_dataset1/12507,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,12507,10,5,q1_revision_surrogate,,test,test
WBC,WBC_012508,WBC_012508,/home/dineth/focus_measure/datasets/WBC_dataset1/12508,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,12508,10,6,q1_revision_surrogate,,trainval,train
WBC,WBC_012509,WBC_012509,/home/dineth/focus_measure/datasets/WBC_dataset1/12509,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,12509,10,5,q1_revision_surrogate,,test,test
WBC,WBC_012510,WBC_012510,/home/dineth/focus_measure/datasets/WBC_dataset1/12510,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,12510,10,6,q1_revision_surrogate,,trainval,val
WBC,WBC_012511,WBC_012511,/home/dineth/focus_measure/datasets/WBC_dataset1/12511,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,12511,10,6,q1_revision_surrogate,,trainval,train
WBC,WBC_012512,WBC_012512,/home/dineth/focus_measure/datasets/WBC_dataset1/12512,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,12512,10,6,q1_revision_surrogate,,trainval,train
WBC,WBC_012513,WBC_012513,/home/dineth/focus_measure/datasets/WBC_dataset1/12513,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,12513,10,6,q1_revision_surrogate,,trainval,train
WBC,WBC_012514,WBC_012514,/home/dineth/focus_measure/datasets/WBC_dataset1/12514,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,12514,10,6,q1_revision_surrogate,,trainval,train
WBC,WBC_012515,WBC_012515,/home/dineth/focus_measure/datasets/WBC_dataset1/12515,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,12515,10,6,q1_revision_surrogate,,trainval,val
WBC,WBC_012516,WBC_012516,/home/dineth/focus_measure/datasets/WBC_dataset1/12516,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,12516,10,6,q1_revision_surrogate,,trainval,train
WBC,WBC_012517,WBC_012517,/home/dineth/focus_measure/datasets/WBC_dataset1/12517,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,12517,10,5,q1_revision_surrogate,,trainval,train
WBC,WBC_012518,WBC_012518,/home/dineth/focus_measure/datasets/WBC_dataset1/12518,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,12518,10,7,q1_revision_surrogate,,trainval,train
WBC,WBC_012519,WBC_012519,/home/dineth/focus_measure/datasets/WBC_dataset1/12519,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,12519,10,7,q1_revision_surrogate,,trainval,val
WBC,WBC_012520,WBC_012520,/home/dineth/focus_measure/datasets/WBC_dataset1/12520,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,12520,10,6,q1_revision_surrogate,,trainval,train
WBC,WBC_012521,WBC_012521,/home/dineth/focus_measure/datasets/WBC_dataset1/12521,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,12521,10,6,q1_revision_surrogate,,test,test
WBC,WBC_012522,WBC_012522,/home/dineth/focus_measure/datasets/WBC_dataset1/12522,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,12522,10,7,q1_revision_surrogate,,trainval,train
WBC,WBC_012523,WBC_012523,/home/dineth/focus_measure/datasets/WBC_dataset1/12523,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,12523,10,7,q1_revision_surrogate,,trainval,train
WBC,WBC_012524,WBC_012524,/home/dineth/focus_measure/datasets/WBC_dataset1/12524,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,12524,10,6,q1_revision_surrogate,,trainval,train
WBC,WBC_012525,WBC_012525,/home/dineth/focus_measure/datasets/WBC_dataset1/12525,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,12525,10,6,q1_revision_surrogate,,test,test
WBC,WBC_012526,WBC_012526,/home/dineth/focus_measure/datasets/WBC_dataset1/12526,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,12526,10,7,q1_revision_surrogate,,test,test
WBC,WBC_012527,WBC_012527,/home/dineth/focus_measure/datasets/WBC_dataset1/12527,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,12527,10,7,q1_revision_surrogate,,trainval,val
WBC,WBC_012528,WBC_012528,/home/dineth/focus_measure/datasets/WBC_dataset1/12528,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,12528,10,6,q1_revision_surrogate,,trainval,train
WBC,WBC_012529,WBC_012529,/home/dineth/focus_measure/datasets/WBC_dataset1/12529,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,12529,10,6,q1_revision_surrogate,,trainval,train
WBC,WBC_012530,WBC_012530,/home/dineth/focus_measure/datasets/WBC_dataset1/12530,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,12530,10,7,q1_revision_surrogate,,trainval,train
WBC,WBC_012531,WBC_012531,/home/dineth/focus_measure/datasets/WBC_dataset1/12531,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,12531,10,6,q1_revision_surrogate,,trainval,train
WBC,WBC_012532,WBC_012532,/home/dineth/focus_measure/datasets/WBC_dataset1/12532,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,12532,10,5,q1_revision_surrogate,,test,test
WBC,WBC_012533,WBC_012533,/home/dineth/focus_measure/datasets/WBC_dataset1/12533,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,12533,10,6,q1_revision_surrogate,,trainval,train
WBC,WBC_012534,WBC_012534,/home/dineth/focus_measure/datasets/WBC_dataset1/12534,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,12534,10,5,q1_revision_surrogate,,trainval,train
WBC,WBC_012535,WBC_012535,/home/dineth/focus_measure/datasets/WBC_dataset1/12535,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,12535,10,5,q1_revision_surrogate,,trainval,train
WBC,WBC_012536,WBC_012536,/home/dineth/focus_measure/datasets/WBC_dataset1/12536,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,12536,10,6,q1_revision_surrogate,,trainval,train
WBC,WBC_012537,WBC_012537,/home/dineth/focus_measure/datasets/WBC_dataset1/12537,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,12537,10,6,q1_revision_surrogate,,trainval,train
WBC,WBC_012538,WBC_012538,/home/dineth/focus_measure/datasets/WBC_dataset1/12538,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,12538,10,4,q1_revision_surrogate,,trainval,train
WBC,WBC_012539,WBC_012539,/home/dineth/focus_measure/datasets/WBC_dataset1/12539,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,12539,10,4,q1_revision_surrogate,,trainval,train
WBC,WBC_012540,WBC_012540,/home/dineth/focus_measure/datasets/WBC_dataset1/12540,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,12540,10,6,q1_revision_surrogate,,trainval,train
WBC,WBC_012541,WBC_012541,/home/dineth/focus_measure/datasets/WBC_dataset1/12541,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,12541,10,4,q1_revision_surrogate,,test,test
WBC,WBC_012542,WBC_012542,/home/dineth/focus_measure/datasets/WBC_dataset1/12542,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,12542,10,5,q1_revision_surrogate,,trainval,train
WBC,WBC_012543,WBC_012543,/home/dineth/focus_measure/datasets/WBC_dataset1/12543,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,12543,10,7,q1_revision_surrogate,,trainval,train
WBC,WBC_012544,WBC_012544,/home/dineth/focus_measure/datasets/WBC_dataset1/12544,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,12544,10,7,q1_revision_surrogate,,trainval,train
WBC,WBC_012545,WBC_012545,/home/dineth/focus_measure/datasets/WBC_dataset1/12545,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,12545,10,6,q1_revision_surrogate,,trainval,train
WBC,WBC_012546,WBC_012546,/home/dineth/focus_measure/datasets/WBC_dataset1/12546,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,12546,10,6,q1_revision_surrogate,,trainval,val
WBC,WBC_012547,WBC_012547,/home/dineth/focus_measure/datasets/WBC_dataset1/12547,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,12547,10,6,q1_revision_surrogate,,test,test
WBC,WBC_012548,WBC_012548,/home/dineth/focus_measure/datasets/WBC_dataset1/12548,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,12548,10,6,q1_revision_surrogate,,trainval,train
WBC,WBC_012549,WBC_012549,/home/dineth/focus_measure/datasets/WBC_dataset1/12549,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,12549,10,7,q1_revision_surrogate,,test,test
WBC,WBC_012550,WBC_012550,/home/dineth/focus_measure/datasets/WBC_dataset1/12550,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,12550,10,6,q1_revision_surrogate,,trainval,train
WBC,WBC_012551,WBC_012551,/home/dineth/focus_measure/datasets/WBC_dataset1/12551,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,12551,10,7,q1_revision_surrogate,,trainval,train
WBC,WBC_012552,WBC_012552,/home/dineth/focus_measure/datasets/WBC_dataset1/12552,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,12552,10,6,q1_revision_surrogate,,trainval,train
WBC,WBC_012553,WBC_012553,/home/dineth/focus_measure/datasets/WBC_dataset1/12553,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,12553,10,5,q1_revision_surrogate,,trainval,train
WBC,WBC_012554,WBC_012554,/home/dineth/focus_measure/datasets/WBC_dataset1/12554,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,12554,10,4,q1_revision_surrogate,,trainval,val
WBC,WBC_012555,WBC_012555,/home/dineth/focus_measure/datasets/WBC_dataset1/12555,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,12555,10,6,q1_revision_surrogate,,trainval,val
WBC,WBC_012556,WBC_012556,/home/dineth/focus_measure/datasets/WBC_dataset1/12556,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,12556,10,6,q1_revision_surrogate,,trainval,val
WBC,WBC_012557,WBC_012557,/home/dineth/focus_measure/datasets/WBC_dataset1/12557,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,12557,10,5,q1_revision_surrogate,,trainval,val
WBC,WBC_012558,WBC_012558,/home/dineth/focus_measure/datasets/WBC_dataset1/12558,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,12558,10,5,q1_revision_surrogate,,trainval,train
WBC,WBC_012559,WBC_012559,/home/dineth/focus_measure/datasets/WBC_dataset1/12559,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,12559,10,5,q1_revision_surrogate,,trainval,train
WBC,WBC_012560,WBC_012560,/home/dineth/focus_measure/datasets/WBC_dataset1/12560,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,12560,10,6,q1_revision_surrogate,,trainval,train
WBC,WBC_012561,WBC_012561,/home/dineth/focus_measure/datasets/WBC_dataset1/12561,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,12561,10,7,q1_revision_surrogate,,trainval,train
WBC,WBC_012562,WBC_012562,/home/dineth/focus_measure/datasets/WBC_dataset1/12562,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,12562,10,6,q1_revision_surrogate,,test,test
WBC,WBC_012563,WBC_012563,/home/dineth/focus_measure/datasets/WBC_dataset1/12563,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,12563,10,5,q1_revision_surrogate,,trainval,train
WBC,WBC_012564,WBC_012564,/home/dineth/focus_measure/datasets/WBC_dataset1/12564,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,12564,10,7,q1_revision_surrogate,,trainval,train
WBC,WBC_012565,WBC_012565,/home/dineth/focus_measure/datasets/WBC_dataset1/12565,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,12565,10,5,q1_revision_surrogate,,test,test
WBC,WBC_012566,WBC_012566,/home/dineth/focus_measure/datasets/WBC_dataset1/12566,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,12566,10,7,q1_revision_surrogate,,trainval,val
WBC,WBC_012567,WBC_012567,/home/dineth/focus_measure/datasets/WBC_dataset1/12567,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,12567,10,5,q1_revision_surrogate,,trainval,train
WBC,WBC_012568,WBC_012568,/home/dineth/focus_measure/datasets/WBC_dataset1/12568,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,12568,10,5,q1_revision_surrogate,,trainval,train
WBC,WBC_012569,WBC_012569,/home/dineth/focus_measure/datasets/WBC_dataset1/12569,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,12569,10,6,q1_revision_surrogate,,test,test
WBC,WBC_012570,WBC_012570,/home/dineth/focus_measure/datasets/WBC_dataset1/12570,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,12570,10,6,q1_revision_surrogate,,trainval,train
WBC,WBC_012571,WBC_012571,/home/dineth/focus_measure/datasets/WBC_dataset1/12571,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,12571,10,6,q1_revision_surrogate,,trainval,train
WBC,WBC_012572,WBC_012572,/home/dineth/focus_measure/datasets/WBC_dataset1/12572,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,12572,10,5,q1_revision_surrogate,,test,test
