dataset,stack_id,group_id,stack_index,outer_split,inner_split,method,method_type,pipeline_json,focus_measure,predicted_focus_index,reference_focus_index,label_source,label_confidence,runtime_sec_per_stack,failure,failure_reason,raw_curve,normalized_curve,heldout_dataset,optimized_for_dataset,evaluation_dataset,selection_role,source_method,workflow_origin,selection_endpoint,train_datasets,evaluation_scope
WBC,WBC_014163,WBC_014163,0,test,test,WBC_specific_gp_workflow,q1_gp_dataset_specific,"{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""histogram_equalization"", ""params"": {}}, {""baseline"": false, ""category"": ""gp_step_2"", ""enabled"": true, ""name"": ""median_filter"", ""params"": {""ksize"": 3}}]}",cfm4,0,6,q1_revision_surrogate,1.0,0.02613489201758057,0,,"[-3674.6455078125, -4137.10107421875, -4375.4912109375, -5231.6640625, -5424.177734375, -6134.166015625, -6425.86181640625, -5961.08203125, -5123.45703125, -4179.13134765625]","[0.9999999999999997, 0.8319086852743217, 0.7452596871660632, 0.43406174577259937, 0.3640877232743826, 0.1060243063659166, 0.0, 0.16893611153163607, 0.4733923614395691, 0.8166317063954842]",,WBC,WBC,dataset_specific_gp_selected,WBC_specific_gp_workflow,fresh_gp_final_evaluation,q1_gp_rank_value_score_on_dataset_trainval,"[""WBC""]",dataset_outer_test_split
WBC,WBC_014174,WBC_014174,0,test,test,WBC_specific_gp_workflow,q1_gp_dataset_specific,"{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""histogram_equalization"", ""params"": {}}, {""baseline"": false, ""category"": ""gp_step_2"", ""enabled"": true, ""name"": ""median_filter"", ""params"": {""ksize"": 3}}]}",cfm4,9,5,q1_revision_surrogate,1.0,0.029115212964825332,0,,"[-3889.020263671875, -4427.822265625, -5007.876953125, -5226.72705078125, -5974.7802734375, -6313.46435546875, -5839.07421875, -4842.0849609375, -3860.726318359375, -3085.810546875]","[0.7511475008074597, 0.5842144795154784, 0.4045004451430243, 0.3366957453101137, 0.10493197291775554, 0.0, 0.14697677162763498, 0.4558665463482008, 0.7599136036767223, 0.9999999999999997]",,WBC,WBC,dataset_specific_gp_selected,WBC_specific_gp_workflow,fresh_gp_final_evaluation,q1_gp_rank_value_score_on_dataset_trainval,"[""WBC""]",dataset_outer_test_split
WBC,WBC_014179,WBC_014179,0,test,test,WBC_specific_gp_workflow,q1_gp_dataset_specific,"{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""histogram_equalization"", ""params"": {}}, {""baseline"": false, ""category"": ""gp_step_2"", ""enabled"": true, ""name"": ""median_filter"", ""params"": {""ksize"": 3}}]}",cfm4,9,5,q1_revision_surrogate,1.0,0.03426076099276543,0,,"[-3899.96630859375, -5375.4775390625, -5099.45751953125, -4675.28857421875, -6202.41259765625, -6691.689453125, -6243.64697265625, -5125.09716796875, -3958.904296875, -3099.3935546875]","[0.7771417565422529, 0.3663985237505066, 0.44323518401875095, 0.5613125800085957, 0.13620171313882162, 0.0, 0.12472315564640146, 0.4360977852179862, 0.7607349821707748, 0.9999999999999998]",,WBC,WBC,dataset_specific_gp_selected,WBC_specific_gp_workflow,fresh_gp_final_evaluation,q1_gp_rank_value_score_on_dataset_trainval,"[""WBC""]",dataset_outer_test_split
WBC,WBC_014192,WBC_014192,0,test,test,WBC_specific_gp_workflow,q1_gp_dataset_specific,"{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""histogram_equalization"", ""params"": {}}, {""baseline"": false, ""category"": ""gp_step_2"", ""enabled"": true, ""name"": ""median_filter"", ""params"": {""ksize"": 3}}]}",cfm4,9,6,q1_revision_surrogate,1.0,0.028498771018348634,0,,"[-4111.67626953125, -4257.0185546875, -5627.2421875, -5539.60986328125, -4723.4599609375, -5751.78466796875, -6395.60888671875, -5875.462890625, -4784.21435546875, -3426.610107421875]","[0.7692602075533306, 0.7203069084917963, 0.25879656959667596, 0.2883123527724115, 0.5632029684354574, 0.2168489334651972, 0.0, 0.17519239136128306, 0.5427400450570793, 0.9999999999999997]",,WBC,WBC,dataset_specific_gp_selected,WBC_specific_gp_workflow,fresh_gp_final_evaluation,q1_gp_rank_value_score_on_dataset_trainval,"[""WBC""]",dataset_outer_test_split
WBC,WBC_014196,WBC_014196,0,test,test,WBC_specific_gp_workflow,q1_gp_dataset_specific,"{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""histogram_equalization"", ""params"": {}}, {""baseline"": false, ""category"": ""gp_step_2"", ""enabled"": true, ""name"": ""median_filter"", ""params"": {""ksize"": 3}}]}",cfm4,9,5,q1_revision_surrogate,1.0,0.026547802961431444,0,,"[-3366.279296875, -4352.76708984375, -4514.5234375, -4635.99951171875, -5668.01708984375, -5947.646484375, -5421.40966796875, -4454.49169921875, -3578.20166015625, -2763.28466796875]","[0.8106387830052655, 0.5008474182532342, 0.45005031761509057, 0.4119026191993863, 0.08781332356472892, 0.0, 0.16525660296986627, 0.46890236450623174, 0.7440878143969252, 0.9999999999999997]",,WBC,WBC,dataset_specific_gp_selected,WBC_specific_gp_workflow,fresh_gp_final_evaluation,q1_gp_rank_value_score_on_dataset_trainval,"[""WBC""]",dataset_outer_test_split
WBC,WBC_014211,WBC_014211,0,test,test,WBC_specific_gp_workflow,q1_gp_dataset_specific,"{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""histogram_equalization"", ""params"": {}}, {""baseline"": false, ""category"": ""gp_step_2"", ""enabled"": true, ""name"": ""median_filter"", ""params"": {""ksize"": 3}}]}",cfm4,9,6,q1_revision_surrogate,1.0,0.030704688979312778,0,,"[-3203.27880859375, -3792.625, -4362.76318359375, -4897.6005859375, -5766.98095703125, -6167.8388671875, -5764.36474609375, -4865.625, -3851.882568359375, -3184.94384765625]","[0.9938532999594527, 0.7962780626321723, 0.6051422097574892, 0.42584075970920776, 0.13438552397303044, 0.0, 0.13526259504672553, 0.4365604081474303, 0.7764122718579843, 0.9999999999999997]",,WBC,WBC,dataset_specific_gp_selected,WBC_specific_gp_workflow,fresh_gp_final_evaluation,q1_gp_rank_value_score_on_dataset_trainval,"[""WBC""]",dataset_outer_test_split
WBC,WBC_014221,WBC_014221,0,test,test,WBC_specific_gp_workflow,q1_gp_dataset_specific,"{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""histogram_equalization"", ""params"": {}}, {""baseline"": false, ""category"": ""gp_step_2"", ""enabled"": true, ""name"": ""median_filter"", ""params"": {""ksize"": 3}}]}",cfm4,9,5,q1_revision_surrogate,1.0,0.028117474052123725,0,,"[-3589.30908203125, -4114.4638671875, -4242.4921875, -5253.96435546875, -6371.19189453125, -6462.9365234375, -5685.1708984375, -4644.10498046875, -3742.15869140625, -3036.990966796875]","[0.8387837441947088, 0.6854961987641269, 0.6481259842654352, 0.352887151293271, 0.02677935985538891, 0.0, 0.22702217888209889, 0.5308991380330745, 0.7941684381870793, 0.9999999999999998]",,WBC,WBC,dataset_specific_gp_selected,WBC_specific_gp_workflow,fresh_gp_final_evaluation,q1_gp_rank_value_score_on_dataset_trainval,"[""WBC""]",dataset_outer_test_split
WBC,WBC_014233,WBC_014233,0,test,test,WBC_specific_gp_workflow,q1_gp_dataset_specific,"{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""histogram_equalization"", ""params"": {}}, {""baseline"": false, ""category"": ""gp_step_2"", ""enabled"": true, ""name"": ""median_filter"", ""params"": {""ksize"": 3}}]}",cfm4,9,5,q1_revision_surrogate,1.0,0.027448571985587478,0,,"[-4103.1328125, -5424.955078125, -5320.30908203125, -5247.76904296875, -6728.62646484375, -6964.84375, -6143.71044921875, -4889.51611328125, -3619.29345703125, -2819.162353515625]","[0.690287232377961, 0.3714440461297527, 0.39668621649588165, 0.4141839526036335, 0.05697912178117864, 0.0, 0.1980695625760311, 0.5005998865418532, 0.8069964797115973, 0.9999999999999998]",,WBC,WBC,dataset_specific_gp_selected,WBC_specific_gp_workflow,fresh_gp_final_evaluation,q1_gp_rank_value_score_on_dataset_trainval,"[""WBC""]",dataset_outer_test_split
WBC,WBC_014250,WBC_014250,0,test,test,WBC_specific_gp_workflow,q1_gp_dataset_specific,"{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""histogram_equalization"", ""params"": {}}, {""baseline"": false, ""category"": ""gp_step_2"", ""enabled"": true, ""name"": ""median_filter"", ""params"": {""ksize"": 3}}]}",cfm4,9,5,q1_revision_surrogate,1.0,0.030031188973225653,0,,"[-3974.026611328125, -5320.693359375, -5471.5576171875, -5450.61083984375, -6858.7568359375, -7140.71435546875, -6609.853515625, -5593.625, -4627.58251953125, -3727.56201171875]","[0.9277897454355678, 0.5332375507429324, 0.489036693992792, 0.4951737705818598, 0.08260912234039507, 0.0, 0.15553388374704008, 0.4532728690829476, 0.7363081347773489, 0.9999999999999998]",,WBC,WBC,dataset_specific_gp_selected,WBC_specific_gp_workflow,fresh_gp_final_evaluation,q1_gp_rank_value_score_on_dataset_trainval,"[""WBC""]",dataset_outer_test_split
WBC,WBC_014251,WBC_014251,0,test,test,WBC_specific_gp_workflow,q1_gp_dataset_specific,"{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""histogram_equalization"", ""params"": {}}, {""baseline"": false, ""category"": ""gp_step_2"", ""enabled"": true, ""name"": ""median_filter"", ""params"": {""ksize"": 3}}]}",cfm4,0,5,q1_revision_surrogate,1.0,0.02950844110455364,0,,"[-2718.430908203125, -3263.5107421875, -3923.807373046875, -4563.9150390625, -4934.0185546875, -5337.88427734375, -5200.4853515625, -4545.3203125, -3728.4560546875, -2934.741943359375]","[0.9999999999999997, 0.7919108465888811, 0.5398366395660621, 0.2954697523533962, 0.15417939002622816, 0.0, 0.05245328181823179, 0.3025684572899152, 0.6144137710625714, 0.917421307168672]",,WBC,WBC,dataset_specific_gp_selected,WBC_specific_gp_workflow,fresh_gp_final_evaluation,q1_gp_rank_value_score_on_dataset_trainval,"[""WBC""]",dataset_outer_test_split
WBC,WBC_014260,WBC_014260,0,test,test,WBC_specific_gp_workflow,q1_gp_dataset_specific,"{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""histogram_equalization"", ""params"": {}}, {""baseline"": false, ""category"": ""gp_step_2"", ""enabled"": true, ""name"": ""median_filter"", ""params"": {""ksize"": 3}}]}",cfm4,0,5,q1_revision_surrogate,1.0,0.028474379098042846,0,,"[-3039.47412109375, -4236.9619140625, -4432.78076171875, -4861.47509765625, -5783.1513671875, -5834.53271484375, -5420.72265625, -4652.5009765625, -3874.385009765625, -3110.512939453125]","[0.9999999999999997, 0.5715696995954075, 0.5015107576848091, 0.34813496195154664, 0.018382923267205652, 0.0, 0.14805058452766107, 0.42290052198704453, 0.701290380624288, 0.9745841398394205]",,WBC,WBC,dataset_specific_gp_selected,WBC_specific_gp_workflow,fresh_gp_final_evaluation,q1_gp_rank_value_score_on_dataset_trainval,"[""WBC""]",dataset_outer_test_split
WBC,WBC_014262,WBC_014262,0,test,test,WBC_specific_gp_workflow,q1_gp_dataset_specific,"{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""histogram_equalization"", ""params"": {}}, {""baseline"": false, ""category"": ""gp_step_2"", ""enabled"": true, ""name"": ""median_filter"", ""params"": {""ksize"": 3}}]}",cfm4,9,5,q1_revision_surrogate,1.0,0.02765187795739621,0,,"[-4292.18310546875, -5197.84228515625, -5389.6669921875, -5901.96923828125, -6699.76416015625, -6517.85595703125, -5843.69775390625, -5035.0791015625, -4245.38037109375, -3496.4833984375]","[0.7515985122064947, 0.4688698826993015, 0.40898605692802426, 0.2490555718403327, 0.0, 0.05678809216442065, 0.2672467604090593, 0.5196812837912301, 0.7662093870740125, 0.9999999999999997]",,WBC,WBC,dataset_specific_gp_selected,WBC_specific_gp_workflow,fresh_gp_final_evaluation,q1_gp_rank_value_score_on_dataset_trainval,"[""WBC""]",dataset_outer_test_split
WBC,WBC_014265,WBC_014265,0,test,test,WBC_specific_gp_workflow,q1_gp_dataset_specific,"{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""histogram_equalization"", ""params"": {}}, {""baseline"": false, ""category"": ""gp_step_2"", ""enabled"": true, ""name"": ""median_filter"", ""params"": {""ksize"": 3}}]}",cfm4,0,7,q1_revision_surrogate,1.0,0.029984096065163612,0,,"[-4085.888427734375, -4271.36669921875, -5256.8876953125, -5475.40380859375, -5954.22265625, -7220.25, -7780.80419921875, -7268.84619140625, -6276.11474609375, -5158.2236328125]","[0.9999999999999998, 0.9498017592401402, 0.6830782242411727, 0.6239385504852363, 0.4943499814164773, 0.15170960148668178, 0.0, 0.1385574230848647, 0.40723240966343166, 0.7097808796200701]",,WBC,WBC,dataset_specific_gp_selected,WBC_specific_gp_workflow,fresh_gp_final_evaluation,q1_gp_rank_value_score_on_dataset_trainval,"[""WBC""]",dataset_outer_test_split
WBC,WBC_014271,WBC_014271,0,test,test,WBC_specific_gp_workflow,q1_gp_dataset_specific,"{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""histogram_equalization"", ""params"": {}}, {""baseline"": false, ""category"": ""gp_step_2"", ""enabled"": true, ""name"": ""median_filter"", ""params"": {""ksize"": 3}}]}",cfm4,0,6,q1_revision_surrogate,1.0,0.03016991401091218,0,,"[-3013.1455078125, -3155.810546875, -3901.953857421875, -4520.99560546875, -4888.7802734375, -4641.26416015625, -5114.3818359375, -4803.83056640625, -4005.48193359375, -3140.080078125]","[0.9999999999999996, 0.9321042392267197, 0.5770069564700095, 0.28239861577029135, 0.10736610607780199, 0.22516157247453825, 0.0, 0.14779454617956497, 0.527736879236833, 0.9395905312441611]",,WBC,WBC,dataset_specific_gp_selected,WBC_specific_gp_workflow,fresh_gp_final_evaluation,q1_gp_rank_value_score_on_dataset_trainval,"[""WBC""]",dataset_outer_test_split
WBC,WBC_014274,WBC_014274,0,test,test,WBC_specific_gp_workflow,q1_gp_dataset_specific,"{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""histogram_equalization"", ""params"": {}}, {""baseline"": false, ""category"": ""gp_step_2"", ""enabled"": true, ""name"": ""median_filter"", ""params"": {""ksize"": 3}}]}",cfm4,9,6,q1_revision_surrogate,1.0,0.030694394023157656,0,,"[-3974.32568359375, -4394.8603515625, -6212.27197265625, -7139.48974609375, -6423.888671875, -7504.1455078125, -7434.8603515625, -6419.396484375, -5082.52197265625, -3839.0966796875]","[0.9631030825923723, 0.8483611820911746, 0.3524846723030313, 0.0994954716347678, 0.29474555090447396, 0.0, 0.01890429282096237, 0.29597123375637147, 0.6607343172546835, 0.9999999999999998]",,WBC,WBC,dataset_specific_gp_selected,WBC_specific_gp_workflow,fresh_gp_final_evaluation,q1_gp_rank_value_score_on_dataset_trainval,"[""WBC""]",dataset_outer_test_split
WBC,WBC_014277,WBC_014277,0,test,test,WBC_specific_gp_workflow,q1_gp_dataset_specific,"{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""histogram_equalization"", ""params"": {}}, {""baseline"": false, ""category"": ""gp_step_2"", ""enabled"": true, ""name"": ""median_filter"", ""params"": {""ksize"": 3}}]}",cfm4,9,5,q1_revision_surrogate,1.0,0.02976000204216689,0,,"[-5293.515625, -6461.1943359375, -5142.501953125, -5120.8056640625, -6942.25537109375, -7350.564453125, -6826.75390625, -5767.8798828125, -4574.9287109375, -3553.83935546875]","[0.5417955672889863, 0.23424664528293485, 0.5815702857610247, 0.5872847603422613, 0.107542440268668, 0.0, 0.13796378020582856, 0.41685519219958905, 0.7310604984018786, 0.9999999999999998]",,WBC,WBC,dataset_specific_gp_selected,WBC_specific_gp_workflow,fresh_gp_final_evaluation,q1_gp_rank_value_score_on_dataset_trainval,"[""WBC""]",dataset_outer_test_split
WBC,WBC_014282,WBC_014282,0,test,test,WBC_specific_gp_workflow,q1_gp_dataset_specific,"{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""histogram_equalization"", ""params"": {}}, {""baseline"": false, ""category"": ""gp_step_2"", ""enabled"": true, ""name"": ""median_filter"", ""params"": {""ksize"": 3}}]}",cfm4,0,6,q1_revision_surrogate,1.0,0.02753919700626284,0,,"[-2889.0078125, -3747.11328125, -4295.8330078125, -3748.89794921875, -4471.607421875, -5398.47314453125, -5442.21923828125, -4769.0234375, -3785.838134765625, -3003.904296875]","[0.9999999999999997, 0.6639113157315473, 0.44899776763217725, 0.6632123262351314, 0.3801533263581001, 0.01713375293102264, 0.0, 0.2636662964859091, 0.648744199869305, 0.9549992283385447]",,WBC,WBC,dataset_specific_gp_selected,WBC_specific_gp_workflow,fresh_gp_final_evaluation,q1_gp_rank_value_score_on_dataset_trainval,"[""WBC""]",dataset_outer_test_split
WBC,WBC_014283,WBC_014283,0,test,test,WBC_specific_gp_workflow,q1_gp_dataset_specific,"{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""histogram_equalization"", ""params"": {}}, {""baseline"": false, ""category"": ""gp_step_2"", ""enabled"": true, ""name"": ""median_filter"", ""params"": {""ksize"": 3}}]}",cfm4,9,6,q1_revision_surrogate,1.0,0.028359338059090078,0,,"[-3303.7744140625, -3632.081298828125, -4298.28173828125, -4560.03564453125, -5223.87890625, -5843.1298828125, -5688.5439453125, -4921.4951171875, -4008.30126953125, -3261.79541015625]","[0.9837374798380725, 0.8565525341274959, 0.5984688001092577, 0.49706624688621515, 0.23989567532690828, 0.0, 0.05988605472770354, 0.3570381038907435, 0.710806225507526, 0.9999999999999997]",,WBC,WBC,dataset_specific_gp_selected,WBC_specific_gp_workflow,fresh_gp_final_evaluation,q1_gp_rank_value_score_on_dataset_trainval,"[""WBC""]",dataset_outer_test_split
WBC,WBC_014286,WBC_014286,0,test,test,WBC_specific_gp_workflow,q1_gp_dataset_specific,"{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""histogram_equalization"", ""params"": {}}, {""baseline"": false, ""category"": ""gp_step_2"", ""enabled"": true, ""name"": ""median_filter"", ""params"": {""ksize"": 3}}]}",cfm4,9,6,q1_revision_surrogate,1.0,0.028237217920832336,0,,"[-2780.314453125, -3100.43359375, -3844.6201171875, -4514.16552734375, -5021.16455078125, -5195.51806640625, -4910.109375, -4140.181640625, -3286.483642578125, -2660.880859375]","[0.952879412714891, 0.8265815978887816, 0.5329748752489192, 0.2688165932277736, 0.06878835169835425, 0.0, 0.11260337006594374, 0.41636586997684605, 0.7531785687246828, 0.9999999999999997]",,WBC,WBC,dataset_specific_gp_selected,WBC_specific_gp_workflow,fresh_gp_final_evaluation,q1_gp_rank_value_score_on_dataset_trainval,"[""WBC""]",dataset_outer_test_split
WBC,WBC_014292,WBC_014292,0,test,test,WBC_specific_gp_workflow,q1_gp_dataset_specific,"{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""histogram_equalization"", ""params"": {}}, {""baseline"": false, ""category"": ""gp_step_2"", ""enabled"": true, ""name"": ""median_filter"", ""params"": {""ksize"": 3}}]}",cfm4,9,5,q1_revision_surrogate,1.0,0.026360422023572028,0,,"[-3748.443603515625, -4528.314453125, -4827.26806640625, -5526.18994140625, -6179.0224609375, -6123.07470703125, -5567.009765625, -4612.130859375, -3728.51953125, -3087.679931640625]","[0.7862534916099087, 0.5339777110328672, 0.43727098557360633, 0.21118090711213952, 0.0, 0.01809820599821246, 0.19797634507092357, 0.506864440518304, 0.7926986111904155, 0.9999999999999997]",,WBC,WBC,dataset_specific_gp_selected,WBC_specific_gp_workflow,fresh_gp_final_evaluation,q1_gp_rank_value_score_on_dataset_trainval,"[""WBC""]",dataset_outer_test_split
WBC,WBC_014300,WBC_014300,0,test,test,WBC_specific_gp_workflow,q1_gp_dataset_specific,"{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""histogram_equalization"", ""params"": {}}, {""baseline"": false, ""category"": ""gp_step_2"", ""enabled"": true, ""name"": ""median_filter"", ""params"": {""ksize"": 3}}]}",cfm4,0,6,q1_revision_surrogate,1.0,0.0275682759238407,0,,"[-3347.112060546875, -3644.611328125, -4613.95458984375, -4938.078125, -5916.2138671875, -6661.5859375, -6306.05322265625, -5423.7412109375, -4598.326171875, -3963.701416015625]","[0.9999999999999998, 0.9102423857835301, 0.6177847295446366, 0.5199943871889428, 0.2248839779656653, 0.0, 0.10726671201601931, 0.37346643012326447, 0.6224999327862192, 0.8139706697475743]",,WBC,WBC,dataset_specific_gp_selected,WBC_specific_gp_workflow,fresh_gp_final_evaluation,q1_gp_rank_value_score_on_dataset_trainval,"[""WBC""]",dataset_outer_test_split
WBC,WBC_014304,WBC_014304,0,test,test,WBC_specific_gp_workflow,q1_gp_dataset_specific,"{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""histogram_equalization"", ""params"": {}}, {""baseline"": false, ""category"": ""gp_step_2"", ""enabled"": true, ""name"": ""median_filter"", ""params"": {""ksize"": 3}}]}",cfm4,9,5,q1_revision_surrogate,1.0,0.027978886966593564,0,,"[-2675.9111328125, -3160.16015625, -2771.641357421875, -3060.2177734375, -4015.712890625, -4648.0029296875, -4363.59375, -3666.8017578125, -2945.730712890625, -2384.275146484375]","[0.8711700282639694, 0.6572533961359235, 0.8288812754732435, 0.7014028665599175, 0.27931363645138607, 0.0, 0.12563753548364687, 0.4334448599144821, 0.751977437140519, 0.9999999999999996]",,WBC,WBC,dataset_specific_gp_selected,WBC_specific_gp_workflow,fresh_gp_final_evaluation,q1_gp_rank_value_score_on_dataset_trainval,"[""WBC""]",dataset_outer_test_split
WBC,WBC_014312,WBC_014312,0,test,test,WBC_specific_gp_workflow,q1_gp_dataset_specific,"{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""histogram_equalization"", ""params"": {}}, {""baseline"": false, ""category"": ""gp_step_2"", ""enabled"": true, ""name"": ""median_filter"", ""params"": {""ksize"": 3}}]}",cfm4,9,5,q1_revision_surrogate,1.0,0.035249856067821383,0,,"[-2808.023681640625, -3236.1396484375, -2723.041015625, -3364.7958984375, -4190.71142578125, -4325.2666015625, -3897.72021484375, -3086.693603515625, -2423.34130859375, -1926.2681884765625]","[0.6324484883548456, 0.4539923608052777, 0.6678727160458959, 0.40036320903168243, 0.05608806368828135, 0.0, 0.17821870343331242, 0.51628754370606, 0.7927997295013709, 0.9999999999999997]",,WBC,WBC,dataset_specific_gp_selected,WBC_specific_gp_workflow,fresh_gp_final_evaluation,q1_gp_rank_value_score_on_dataset_trainval,"[""WBC""]",dataset_outer_test_split
WBC,WBC_014315,WBC_014315,0,test,test,WBC_specific_gp_workflow,q1_gp_dataset_specific,"{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""histogram_equalization"", ""params"": {}}, {""baseline"": false, ""category"": ""gp_step_2"", ""enabled"": true, ""name"": ""median_filter"", ""params"": {""ksize"": 3}}]}",cfm4,9,5,q1_revision_surrogate,1.0,0.03109296504408121,0,,"[-4336.44775390625, -4991.44482421875, -4566.43115234375, -6231.96923828125, -7568.35888671875, -7666.9033203125, -6852.4833984375, -5605.6259765625, -4504.11279296875, -3701.812255859375]","[0.8399442818006486, 0.6747533543628096, 0.7819422347608488, 0.3618918351952553, 0.024853006398061494, 0.0, 0.20539753277705025, 0.5198562429572587, 0.7976589883894556, 0.9999999999999998]",,WBC,WBC,dataset_specific_gp_selected,WBC_specific_gp_workflow,fresh_gp_final_evaluation,q1_gp_rank_value_score_on_dataset_trainval,"[""WBC""]",dataset_outer_test_split
WBC,WBC_014316,WBC_014316,0,test,test,WBC_specific_gp_workflow,q1_gp_dataset_specific,"{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""histogram_equalization"", ""params"": {}}, {""baseline"": false, ""category"": ""gp_step_2"", ""enabled"": true, ""name"": ""median_filter"", ""params"": {""ksize"": 3}}]}",cfm4,9,5,q1_revision_surrogate,1.0,0.023552151047624648,0,,"[-4533.34326171875, -5170.7568359375, -5214.73193359375, -6013.8154296875, -6746.67529296875, -6433.50927734375, -5538.4345703125, -4532.6435546875, -3693.255126953125, -3119.537841796875]","[0.6102145455047214, 0.4344799385868582, 0.422356025928946, 0.20204910157029576, 0.0, 0.0863397155031499, 0.33311136920545564, 0.61040745438691, 0.8418264284495501, 0.9999999999999998]",,WBC,WBC,dataset_specific_gp_selected,WBC_specific_gp_workflow,fresh_gp_final_evaluation,q1_gp_rank_value_score_on_dataset_trainval,"[""WBC""]",dataset_outer_test_split
WBC,WBC_014322,WBC_014322,0,test,test,WBC_specific_gp_workflow,q1_gp_dataset_specific,"{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""histogram_equalization"", ""params"": {}}, {""baseline"": false, ""category"": ""gp_step_2"", ""enabled"": true, ""name"": ""median_filter"", ""params"": {""ksize"": 3}}]}",cfm4,9,6,q1_revision_surrogate,1.0,0.025703730061650276,0,,"[-3349.9541015625, -3385.115234375, -3471.643798828125, -3554.44482421875, -3898.656982421875, -4360.84521484375, -4241.412109375, -3618.532470703125, -3025.205322265625, -2527.053466796875]","[0.5512573139005146, 0.5320833085370652, 0.48489770823905737, 0.43974480280210454, 0.2520396511294915, 0.0, 0.06512904510337944, 0.404796643310912, 0.728348730983592, 0.9999999999999996]",,WBC,WBC,dataset_specific_gp_selected,WBC_specific_gp_workflow,fresh_gp_final_evaluation,q1_gp_rank_value_score_on_dataset_trainval,"[""WBC""]",dataset_outer_test_split
WBC,WBC_014324,WBC_014324,0,test,test,WBC_specific_gp_workflow,q1_gp_dataset_specific,"{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""histogram_equalization"", ""params"": {}}, {""baseline"": false, ""category"": ""gp_step_2"", ""enabled"": true, ""name"": ""median_filter"", ""params"": {""ksize"": 3}}]}",cfm4,1,6,q1_revision_surrogate,1.0,0.026547749992460012,0,,"[-2308.0009765625, -2302.62158203125, -2441.010986328125, -2803.591064453125, -3163.637451171875, -3446.076171875, -3722.441162109375, -3345.965087890625, -2839.150390625, -2354.452880859375]","[0.9962112126028331, 0.9999999999999993, 0.9025302888911695, 0.6471597592742664, 0.3935737461141025, 0.19464796380619567, 0.0, 0.26515768587867644, 0.622114798160321, 0.9634944470724415]",,WBC,WBC,dataset_specific_gp_selected,WBC_specific_gp_workflow,fresh_gp_final_evaluation,q1_gp_rank_value_score_on_dataset_trainval,"[""WBC""]",dataset_outer_test_split
