dataset,stack_id,group_id,stack_index,outer_split,inner_split,method,method_type,pipeline_json,focus_measure,predicted_focus_index,reference_focus_index,label_source,label_confidence,runtime_sec_per_stack,failure,failure_reason,absolute_peak_localization_error,fwhm,curvature_at_peak,steep_slope_width,steep_to_gradual_slope_ratio,false_maxima_count,noise_level,rrmse_under_additive_noise,range_around_global_maximum,execution_time_per_slice,heldout_dataset,optimized_for_dataset,evaluation_dataset,selection_role,source_method,workflow_origin,selection_endpoint,train_datasets,evaluation_scope
WBC,WBC_011507,WBC_011507,0,test,test,WBC_specific_gp_workflow,q1_gp_dataset_specific,"{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""histogram_equalization"", ""params"": {}}, {""baseline"": false, ""category"": ""gp_step_2"", ""enabled"": true, ""name"": ""median_filter"", ""params"": {""ksize"": 3}}]}",cfm4,2,6,q1_revision_surrogate,1.0,0.02958322793710977,0,,4.0,8.0,0.9410624457649058,5.0,2.032414873263504,0.0,0.14806319102933277,0.030131466539425934,1.0,0.002958322793710977,,WBC,WBC,dataset_specific_gp_selected,WBC_specific_gp_workflow,fresh_gp_final_evaluation,q1_gp_rank_value_score_on_dataset_trainval,"[""WBC""]",dataset_outer_test_split
WBC,WBC_011514,WBC_011514,0,test,test,WBC_specific_gp_workflow,q1_gp_dataset_specific,"{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""histogram_equalization"", ""params"": {}}, {""baseline"": false, ""category"": ""gp_step_2"", ""enabled"": true, ""name"": ""median_filter"", ""params"": {""ksize"": 3}}]}",cfm4,9,5,q1_revision_surrogate,1.0,0.029675867990590632,0,,4.0,10.0,0.0,5.0,0.8511389216090826,1.0,0.07836211056221186,0.032066969983211416,1.0,0.002967586799059063,,WBC,WBC,dataset_specific_gp_selected,WBC_specific_gp_workflow,fresh_gp_final_evaluation,q1_gp_rank_value_score_on_dataset_trainval,"[""WBC""]",dataset_outer_test_split
WBC,WBC_011515,WBC_011515,0,test,test,WBC_specific_gp_workflow,q1_gp_dataset_specific,"{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""histogram_equalization"", ""params"": {}}, {""baseline"": false, ""category"": ""gp_step_2"", ""enabled"": true, ""name"": ""median_filter"", ""params"": {""ksize"": 3}}]}",cfm4,9,4,q1_revision_surrogate,1.0,0.026595992036163807,0,,5.0,10.0,0.0,5.0,0.5289784445717755,0.0,0.038609954767417944,0.0348735450666078,1.0,0.0026595992036163806,,WBC,WBC,dataset_specific_gp_selected,WBC_specific_gp_workflow,fresh_gp_final_evaluation,q1_gp_rank_value_score_on_dataset_trainval,"[""WBC""]",dataset_outer_test_split
WBC,WBC_011518,WBC_011518,0,test,test,WBC_specific_gp_workflow,q1_gp_dataset_specific,"{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""histogram_equalization"", ""params"": {}}, {""baseline"": false, ""category"": ""gp_step_2"", ""enabled"": true, ""name"": ""median_filter"", ""params"": {""ksize"": 3}}]}",cfm4,9,6,q1_revision_surrogate,1.0,0.030930103035643697,0,,3.0,10.0,0.0,4.0,1.42082192002012,1.0,0.058318632869340484,0.015266754690087682,1.0,0.0030930103035643696,,WBC,WBC,dataset_specific_gp_selected,WBC_specific_gp_workflow,fresh_gp_final_evaluation,q1_gp_rank_value_score_on_dataset_trainval,"[""WBC""]",dataset_outer_test_split
WBC,WBC_011519,WBC_011519,0,test,test,WBC_specific_gp_workflow,q1_gp_dataset_specific,"{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""histogram_equalization"", ""params"": {}}, {""baseline"": false, ""category"": ""gp_step_2"", ""enabled"": true, ""name"": ""median_filter"", ""params"": {""ksize"": 3}}]}",cfm4,9,5,q1_revision_surrogate,1.0,0.02724729909095913,0,,4.0,10.0,0.0,4.0,0.9191457524518124,1.0,0.0419400010598967,0.02125185803303992,1.0,0.002724729909095913,,WBC,WBC,dataset_specific_gp_selected,WBC_specific_gp_workflow,fresh_gp_final_evaluation,q1_gp_rank_value_score_on_dataset_trainval,"[""WBC""]",dataset_outer_test_split
WBC,WBC_011525,WBC_011525,0,test,test,WBC_specific_gp_workflow,q1_gp_dataset_specific,"{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""histogram_equalization"", ""params"": {}}, {""baseline"": false, ""category"": ""gp_step_2"", ""enabled"": true, ""name"": ""median_filter"", ""params"": {""ksize"": 3}}]}",cfm4,9,5,q1_revision_surrogate,1.0,0.02893830300308764,0,,4.0,10.0,0.0,4.0,1.0580020773363923,1.0,0.04130834865214652,0.033776855111750596,1.0,0.002893830300308764,,WBC,WBC,dataset_specific_gp_selected,WBC_specific_gp_workflow,fresh_gp_final_evaluation,q1_gp_rank_value_score_on_dataset_trainval,"[""WBC""]",dataset_outer_test_split
WBC,WBC_011529,WBC_011529,0,test,test,WBC_specific_gp_workflow,q1_gp_dataset_specific,"{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""histogram_equalization"", ""params"": {}}, {""baseline"": false, ""category"": ""gp_step_2"", ""enabled"": true, ""name"": ""median_filter"", ""params"": {""ksize"": 3}}]}",cfm4,9,5,q1_revision_surrogate,1.0,0.03003112692385912,0,,4.0,10.0,0.0,4.0,1.1445309013002094,1.0,0.02462401371221322,0.03440607234414642,1.0,0.003003112692385912,,WBC,WBC,dataset_specific_gp_selected,WBC_specific_gp_workflow,fresh_gp_final_evaluation,q1_gp_rank_value_score_on_dataset_trainval,"[""WBC""]",dataset_outer_test_split
WBC,WBC_011532,WBC_011532,0,test,test,WBC_specific_gp_workflow,q1_gp_dataset_specific,"{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""histogram_equalization"", ""params"": {}}, {""baseline"": false, ""category"": ""gp_step_2"", ""enabled"": true, ""name"": ""median_filter"", ""params"": {""ksize"": 3}}]}",cfm4,0,6,q1_revision_surrogate,1.0,0.026884277001954615,0,,6.0,10.0,0.0,5.0,0.7348132249262079,0.0,0.015544593280988266,0.01846184013621128,1.0,0.0026884277001954617,,WBC,WBC,dataset_specific_gp_selected,WBC_specific_gp_workflow,fresh_gp_final_evaluation,q1_gp_rank_value_score_on_dataset_trainval,"[""WBC""]",dataset_outer_test_split
WBC,WBC_011542,WBC_011542,0,test,test,WBC_specific_gp_workflow,q1_gp_dataset_specific,"{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""histogram_equalization"", ""params"": {}}, {""baseline"": false, ""category"": ""gp_step_2"", ""enabled"": true, ""name"": ""median_filter"", ""params"": {""ksize"": 3}}]}",cfm4,1,6,q1_revision_surrogate,1.0,0.02918061090167612,0,,5.0,10.0,0.15287803660995547,6.0,0.340565192570773,0.0,0.03205406059147855,0.027810708463519705,1.0,0.0029180610901676117,,WBC,WBC,dataset_specific_gp_selected,WBC_specific_gp_workflow,fresh_gp_final_evaluation,q1_gp_rank_value_score_on_dataset_trainval,"[""WBC""]",dataset_outer_test_split
WBC,WBC_011544,WBC_011544,0,test,test,WBC_specific_gp_workflow,q1_gp_dataset_specific,"{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""histogram_equalization"", ""params"": {}}, {""baseline"": false, ""category"": ""gp_step_2"", ""enabled"": true, ""name"": ""median_filter"", ""params"": {""ksize"": 3}}]}",cfm4,9,4,q1_revision_surrogate,1.0,0.029130449052900076,0,,5.0,10.0,0.0,5.0,0.9667519430559945,0.0,0.022686377142105776,0.04473293237856385,1.0,0.0029130449052900075,,WBC,WBC,dataset_specific_gp_selected,WBC_specific_gp_workflow,fresh_gp_final_evaluation,q1_gp_rank_value_score_on_dataset_trainval,"[""WBC""]",dataset_outer_test_split
WBC,WBC_011550,WBC_011550,0,test,test,WBC_specific_gp_workflow,q1_gp_dataset_specific,"{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""histogram_equalization"", ""params"": {}}, {""baseline"": false, ""category"": ""gp_step_2"", ""enabled"": true, ""name"": ""median_filter"", ""params"": {""ksize"": 3}}]}",cfm4,9,4,q1_revision_surrogate,1.0,0.027188709005713463,0,,5.0,10.0,0.0,5.0,1.033040992111717,0.0,0.01230721990011026,0.02893316032617294,1.0,0.002718870900571346,,WBC,WBC,dataset_specific_gp_selected,WBC_specific_gp_workflow,fresh_gp_final_evaluation,q1_gp_rank_value_score_on_dataset_trainval,"[""WBC""]",dataset_outer_test_split
WBC,WBC_011551,WBC_011551,0,test,test,WBC_specific_gp_workflow,q1_gp_dataset_specific,"{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""histogram_equalization"", ""params"": {}}, {""baseline"": false, ""category"": ""gp_step_2"", ""enabled"": true, ""name"": ""median_filter"", ""params"": {""ksize"": 3}}]}",cfm4,9,5,q1_revision_surrogate,1.0,0.028462941059842706,0,,4.0,10.0,0.0,6.0,0.870985108564688,0.0,0.04158316197145797,0.02771443611893908,1.0,0.0028462941059842705,,WBC,WBC,dataset_specific_gp_selected,WBC_specific_gp_workflow,fresh_gp_final_evaluation,q1_gp_rank_value_score_on_dataset_trainval,"[""WBC""]",dataset_outer_test_split
WBC,WBC_011554,WBC_011554,0,test,test,WBC_specific_gp_workflow,q1_gp_dataset_specific,"{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""histogram_equalization"", ""params"": {}}, {""baseline"": false, ""category"": ""gp_step_2"", ""enabled"": true, ""name"": ""median_filter"", ""params"": {""ksize"": 3}}]}",cfm4,9,6,q1_revision_surrogate,1.0,0.028708130936138332,0,,3.0,10.0,0.0,3.0,2.0439877710944696,1.0,0.0648592114020482,0.035192902290326865,1.0,0.002870813093613833,,WBC,WBC,dataset_specific_gp_selected,WBC_specific_gp_workflow,fresh_gp_final_evaluation,q1_gp_rank_value_score_on_dataset_trainval,"[""WBC""]",dataset_outer_test_split
WBC,WBC_011563,WBC_011563,0,test,test,WBC_specific_gp_workflow,q1_gp_dataset_specific,"{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""histogram_equalization"", ""params"": {}}, {""baseline"": false, ""category"": ""gp_step_2"", ""enabled"": true, ""name"": ""median_filter"", ""params"": {""ksize"": 3}}]}",cfm4,1,6,q1_revision_surrogate,1.0,0.028964151977561414,0,,5.0,10.0,0.3232786742936511,5.0,0.648548069751435,0.0,0.047711249611427246,0.030685164292394183,1.0,0.0028964151977561416,,WBC,WBC,dataset_specific_gp_selected,WBC_specific_gp_workflow,fresh_gp_final_evaluation,q1_gp_rank_value_score_on_dataset_trainval,"[""WBC""]",dataset_outer_test_split
WBC,WBC_011585,WBC_011585,0,test,test,WBC_specific_gp_workflow,q1_gp_dataset_specific,"{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""histogram_equalization"", ""params"": {}}, {""baseline"": false, ""category"": ""gp_step_2"", ""enabled"": true, ""name"": ""median_filter"", ""params"": {""ksize"": 3}}]}",cfm4,0,6,q1_revision_surrogate,1.0,0.03158141893800348,0,,6.0,10.0,0.0,5.0,0.8774679609776076,0.0,0.013883438095357937,0.01939252479498899,1.0,0.003158141893800348,,WBC,WBC,dataset_specific_gp_selected,WBC_specific_gp_workflow,fresh_gp_final_evaluation,q1_gp_rank_value_score_on_dataset_trainval,"[""WBC""]",dataset_outer_test_split
WBC,WBC_011589,WBC_011589,0,test,test,WBC_specific_gp_workflow,q1_gp_dataset_specific,"{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""histogram_equalization"", ""params"": {}}, {""baseline"": false, ""category"": ""gp_step_2"", ""enabled"": true, ""name"": ""median_filter"", ""params"": {""ksize"": 3}}]}",cfm4,9,7,q1_revision_surrogate,1.0,0.02530366904102266,0,,2.0,10.0,0.0,3.0,1.9892227298600773,1.0,0.026848379198578586,0.05076979511701929,1.0,0.0025303669041022657,,WBC,WBC,dataset_specific_gp_selected,WBC_specific_gp_workflow,fresh_gp_final_evaluation,q1_gp_rank_value_score_on_dataset_trainval,"[""WBC""]",dataset_outer_test_split
WBC,WBC_011590,WBC_011590,0,test,test,WBC_specific_gp_workflow,q1_gp_dataset_specific,"{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""histogram_equalization"", ""params"": {}}, {""baseline"": false, ""category"": ""gp_step_2"", ""enabled"": true, ""name"": ""median_filter"", ""params"": {""ksize"": 3}}]}",cfm4,9,5,q1_revision_surrogate,1.0,0.029333234066143632,0,,4.0,10.0,0.0,4.0,1.1878927098406153,1.0,0.027419637948487726,0.052637135606046534,1.0,0.002933323406614363,,WBC,WBC,dataset_specific_gp_selected,WBC_specific_gp_workflow,fresh_gp_final_evaluation,q1_gp_rank_value_score_on_dataset_trainval,"[""WBC""]",dataset_outer_test_split
WBC,WBC_011608,WBC_011608,0,test,test,WBC_specific_gp_workflow,q1_gp_dataset_specific,"{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""histogram_equalization"", ""params"": {}}, {""baseline"": false, ""category"": ""gp_step_2"", ""enabled"": true, ""name"": ""median_filter"", ""params"": {""ksize"": 3}}]}",cfm4,9,7,q1_revision_surrogate,1.0,0.03164684202056378,0,,2.0,10.0,0.0,4.0,1.6735518816019304,1.0,0.0544933051797042,0.04442802315675686,1.0,0.003164684202056378,,WBC,WBC,dataset_specific_gp_selected,WBC_specific_gp_workflow,fresh_gp_final_evaluation,q1_gp_rank_value_score_on_dataset_trainval,"[""WBC""]",dataset_outer_test_split
WBC,WBC_011613,WBC_011613,0,test,test,WBC_specific_gp_workflow,q1_gp_dataset_specific,"{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""histogram_equalization"", ""params"": {}}, {""baseline"": false, ""category"": ""gp_step_2"", ""enabled"": true, ""name"": ""median_filter"", ""params"": {""ksize"": 3}}]}",cfm4,0,6,q1_revision_surrogate,1.0,0.027480648015625775,0,,6.0,10.0,0.0,5.0,1.1170235910269728,0.0,0.017353573374529953,0.018052840267447943,1.0,0.0027480648015625773,,WBC,WBC,dataset_specific_gp_selected,WBC_specific_gp_workflow,fresh_gp_final_evaluation,q1_gp_rank_value_score_on_dataset_trainval,"[""WBC""]",dataset_outer_test_split
WBC,WBC_011615,WBC_011615,0,test,test,WBC_specific_gp_workflow,q1_gp_dataset_specific,"{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""histogram_equalization"", ""params"": {}}, {""baseline"": false, ""category"": ""gp_step_2"", ""enabled"": true, ""name"": ""median_filter"", ""params"": {""ksize"": 3}}]}",cfm4,9,6,q1_revision_surrogate,1.0,0.030353330075740814,0,,3.0,10.0,0.0,4.0,1.42674343509336,0.0,0.016286532922657852,0.047165621867085825,1.0,0.0030353330075740814,,WBC,WBC,dataset_specific_gp_selected,WBC_specific_gp_workflow,fresh_gp_final_evaluation,q1_gp_rank_value_score_on_dataset_trainval,"[""WBC""]",dataset_outer_test_split
WBC,WBC_011616,WBC_011616,0,test,test,WBC_specific_gp_workflow,q1_gp_dataset_specific,"{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""histogram_equalization"", ""params"": {}}, {""baseline"": false, ""category"": ""gp_step_2"", ""enabled"": true, ""name"": ""median_filter"", ""params"": {""ksize"": 3}}]}",cfm4,9,5,q1_revision_surrogate,1.0,0.028935594018548727,0,,4.0,10.0,0.0,5.0,1.5399948799797547,0.0,0.01053580921387048,0.033377053119361046,1.0,0.0028935594018548727,,WBC,WBC,dataset_specific_gp_selected,WBC_specific_gp_workflow,fresh_gp_final_evaluation,q1_gp_rank_value_score_on_dataset_trainval,"[""WBC""]",dataset_outer_test_split
WBC,WBC_011617,WBC_011617,0,test,test,WBC_specific_gp_workflow,q1_gp_dataset_specific,"{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""histogram_equalization"", ""params"": {}}, {""baseline"": false, ""category"": ""gp_step_2"", ""enabled"": true, ""name"": ""median_filter"", ""params"": {""ksize"": 3}}]}",cfm4,9,5,q1_revision_surrogate,1.0,0.025313075981102884,0,,4.0,10.0,0.0,5.0,0.9989818803292239,0.0,0.019432011212737618,0.052920282758449476,1.0,0.0025313075981102883,,WBC,WBC,dataset_specific_gp_selected,WBC_specific_gp_workflow,fresh_gp_final_evaluation,q1_gp_rank_value_score_on_dataset_trainval,"[""WBC""]",dataset_outer_test_split
WBC,WBC_011618,WBC_011618,0,test,test,WBC_specific_gp_workflow,q1_gp_dataset_specific,"{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""histogram_equalization"", ""params"": {}}, {""baseline"": false, ""category"": ""gp_step_2"", ""enabled"": true, ""name"": ""median_filter"", ""params"": {""ksize"": 3}}]}",cfm4,9,5,q1_revision_surrogate,1.0,0.029053715988993645,0,,4.0,10.0,0.0,5.0,0.9344107232049972,0.0,0.02155662228759921,0.06582490318087805,1.0,0.0029053715988993645,,WBC,WBC,dataset_specific_gp_selected,WBC_specific_gp_workflow,fresh_gp_final_evaluation,q1_gp_rank_value_score_on_dataset_trainval,"[""WBC""]",dataset_outer_test_split
WBC,WBC_011619,WBC_011619,0,test,test,WBC_specific_gp_workflow,q1_gp_dataset_specific,"{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""histogram_equalization"", ""params"": {}}, {""baseline"": false, ""category"": ""gp_step_2"", ""enabled"": true, ""name"": ""median_filter"", ""params"": {""ksize"": 3}}]}",cfm4,9,5,q1_revision_surrogate,1.0,0.027303001028485596,0,,4.0,10.0,0.0,5.0,0.9508131462295227,0.0,0.012984983057429244,0.03159994948990978,1.0,0.0027303001028485597,,WBC,WBC,dataset_specific_gp_selected,WBC_specific_gp_workflow,fresh_gp_final_evaluation,q1_gp_rank_value_score_on_dataset_trainval,"[""WBC""]",dataset_outer_test_split
WBC,WBC_011628,WBC_011628,0,test,test,WBC_specific_gp_workflow,q1_gp_dataset_specific,"{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""histogram_equalization"", ""params"": {}}, {""baseline"": false, ""category"": ""gp_step_2"", ""enabled"": true, ""name"": ""median_filter"", ""params"": {""ksize"": 3}}]}",cfm4,9,4,q1_revision_surrogate,1.0,0.02760318899527192,0,,5.0,10.0,0.0,5.0,0.8021736286101567,0.0,0.012193487566305651,0.03257380125246181,1.0,0.002760318899527192,,WBC,WBC,dataset_specific_gp_selected,WBC_specific_gp_workflow,fresh_gp_final_evaluation,q1_gp_rank_value_score_on_dataset_trainval,"[""WBC""]",dataset_outer_test_split
WBC,WBC_011643,WBC_011643,0,test,test,WBC_specific_gp_workflow,q1_gp_dataset_specific,"{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""histogram_equalization"", ""params"": {}}, {""baseline"": false, ""category"": ""gp_step_2"", ""enabled"": true, ""name"": ""median_filter"", ""params"": {""ksize"": 3}}]}",cfm4,0,6,q1_revision_surrogate,1.0,0.030691700987517834,0,,6.0,10.0,0.0,5.0,0.2264180634665273,0.0,0.02441829446838319,0.027010639581427187,2.0,0.003069170098751783,,WBC,WBC,dataset_specific_gp_selected,WBC_specific_gp_workflow,fresh_gp_final_evaluation,q1_gp_rank_value_score_on_dataset_trainval,"[""WBC""]",dataset_outer_test_split
WBC,WBC_011646,WBC_011646,0,test,test,WBC_specific_gp_workflow,q1_gp_dataset_specific,"{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""histogram_equalization"", ""params"": {}}, {""baseline"": false, ""category"": ""gp_step_2"", ""enabled"": true, ""name"": ""median_filter"", ""params"": {""ksize"": 3}}]}",cfm4,9,4,q1_revision_surrogate,1.0,0.026020330958999693,0,,5.0,3.0,0.0,6.0,1.4081399571360154,1.0,0.006261553019230677,0.01898623482925102,1.0,0.0026020330958999695,,WBC,WBC,dataset_specific_gp_selected,WBC_specific_gp_workflow,fresh_gp_final_evaluation,q1_gp_rank_value_score_on_dataset_trainval,"[""WBC""]",dataset_outer_test_split
WBC,WBC_011648,WBC_011648,0,test,test,WBC_specific_gp_workflow,q1_gp_dataset_specific,"{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""histogram_equalization"", ""params"": {}}, {""baseline"": false, ""category"": ""gp_step_2"", ""enabled"": true, ""name"": ""median_filter"", ""params"": {""ksize"": 3}}]}",cfm4,2,7,q1_revision_surrogate,1.0,0.02938862203154713,0,,5.0,5.0,0.11868425332596011,7.0,0.31241408632949785,0.0,0.02112009258078483,0.01579653879191171,2.0,0.002938862203154713,,WBC,WBC,dataset_specific_gp_selected,WBC_specific_gp_workflow,fresh_gp_final_evaluation,q1_gp_rank_value_score_on_dataset_trainval,"[""WBC""]",dataset_outer_test_split
WBC,WBC_011649,WBC_011649,0,test,test,WBC_specific_gp_workflow,q1_gp_dataset_specific,"{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""histogram_equalization"", ""params"": {}}, {""baseline"": false, ""category"": ""gp_step_2"", ""enabled"": true, ""name"": ""median_filter"", ""params"": {""ksize"": 3}}]}",cfm4,0,6,q1_revision_surrogate,1.0,0.023200466064736247,0,,6.0,10.0,0.0,5.0,0.4340093683284693,0.0,0.017064009992952624,0.016653494403341945,1.0,0.002320046606473625,,WBC,WBC,dataset_specific_gp_selected,WBC_specific_gp_workflow,fresh_gp_final_evaluation,q1_gp_rank_value_score_on_dataset_trainval,"[""WBC""]",dataset_outer_test_split
WBC,WBC_011675,WBC_011675,0,test,test,WBC_specific_gp_workflow,q1_gp_dataset_specific,"{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""histogram_equalization"", ""params"": {}}, {""baseline"": false, ""category"": ""gp_step_2"", ""enabled"": true, ""name"": ""median_filter"", ""params"": {""ksize"": 3}}]}",cfm4,1,7,q1_revision_surrogate,1.0,0.027555671986192465,0,,6.0,5.0,0.09680704520315153,6.0,0.23078558230780755,0.0,0.030159432080051934,0.016475179838636406,3.0,0.0027555671986192465,,WBC,WBC,dataset_specific_gp_selected,WBC_specific_gp_workflow,fresh_gp_final_evaluation,q1_gp_rank_value_score_on_dataset_trainval,"[""WBC""]",dataset_outer_test_split
WBC,WBC_011676,WBC_011676,0,test,test,WBC_specific_gp_workflow,q1_gp_dataset_specific,"{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""histogram_equalization"", ""params"": {}}, {""baseline"": false, ""category"": ""gp_step_2"", ""enabled"": true, ""name"": ""median_filter"", ""params"": {""ksize"": 3}}]}",cfm4,0,5,q1_revision_surrogate,1.0,0.028719744994305074,0,,5.0,2.0,0.0,5.0,3.703489323257061,0.0,0.01634858408032566,0.020504072079385326,1.0,0.0028719744994305076,,WBC,WBC,dataset_specific_gp_selected,WBC_specific_gp_workflow,fresh_gp_final_evaluation,q1_gp_rank_value_score_on_dataset_trainval,"[""WBC""]",dataset_outer_test_split
WBC,WBC_011686,WBC_011686,0,test,test,WBC_specific_gp_workflow,q1_gp_dataset_specific,"{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""histogram_equalization"", ""params"": {}}, {""baseline"": false, ""category"": ""gp_step_2"", ""enabled"": true, ""name"": ""median_filter"", ""params"": {""ksize"": 3}}]}",cfm4,9,6,q1_revision_surrogate,1.0,0.025166767998598516,0,,3.0,10.0,0.0,4.0,1.7991832736405848,1.0,0.043414496329258374,0.024557484241231987,1.0,0.0025166767998598518,,WBC,WBC,dataset_specific_gp_selected,WBC_specific_gp_workflow,fresh_gp_final_evaluation,q1_gp_rank_value_score_on_dataset_trainval,"[""WBC""]",dataset_outer_test_split
WBC,WBC_011692,WBC_011692,0,test,test,WBC_specific_gp_workflow,q1_gp_dataset_specific,"{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""histogram_equalization"", ""params"": {}}, {""baseline"": false, ""category"": ""gp_step_2"", ""enabled"": true, ""name"": ""median_filter"", ""params"": {""ksize"": 3}}]}",cfm4,0,7,q1_revision_surrogate,1.0,0.024334311950951815,0,,7.0,10.0,0.0,6.0,0.8063713260422577,0.0,0.02318377617838732,0.02097140944567193,1.0,0.0024334311950951816,,WBC,WBC,dataset_specific_gp_selected,WBC_specific_gp_workflow,fresh_gp_final_evaluation,q1_gp_rank_value_score_on_dataset_trainval,"[""WBC""]",dataset_outer_test_split
WBC,WBC_011695,WBC_011695,0,test,test,WBC_specific_gp_workflow,q1_gp_dataset_specific,"{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""histogram_equalization"", ""params"": {}}, {""baseline"": false, ""category"": ""gp_step_2"", ""enabled"": true, ""name"": ""median_filter"", ""params"": {""ksize"": 3}}]}",cfm4,0,5,q1_revision_surrogate,1.0,0.02653380506671965,0,,5.0,10.0,0.0,4.0,0.8824236472011353,0.0,0.02682312054502953,0.011613007962525968,1.0,0.002653380506671965,,WBC,WBC,dataset_specific_gp_selected,WBC_specific_gp_workflow,fresh_gp_final_evaluation,q1_gp_rank_value_score_on_dataset_trainval,"[""WBC""]",dataset_outer_test_split
WBC,WBC_011710,WBC_011710,0,test,test,WBC_specific_gp_workflow,q1_gp_dataset_specific,"{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""histogram_equalization"", ""params"": {}}, {""baseline"": false, ""category"": ""gp_step_2"", ""enabled"": true, ""name"": ""median_filter"", ""params"": {""ksize"": 3}}]}",cfm4,9,5,q1_revision_surrogate,1.0,0.028502322966232896,0,,4.0,3.0,0.0,5.0,1.136563680933824,1.0,0.026812356428148935,0.03002485309940689,1.0,0.0028502322966232896,,WBC,WBC,dataset_specific_gp_selected,WBC_specific_gp_workflow,fresh_gp_final_evaluation,q1_gp_rank_value_score_on_dataset_trainval,"[""WBC""]",dataset_outer_test_split
WBC,WBC_011712,WBC_011712,0,test,test,WBC_specific_gp_workflow,q1_gp_dataset_specific,"{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""histogram_equalization"", ""params"": {}}, {""baseline"": false, ""category"": ""gp_step_2"", ""enabled"": true, ""name"": ""median_filter"", ""params"": {""ksize"": 3}}]}",cfm4,9,5,q1_revision_surrogate,1.0,0.02991115301847458,0,,4.0,10.0,0.0,4.0,1.100093005011235,1.0,0.05727993523181954,0.08027647631510737,1.0,0.002991115301847458,,WBC,WBC,dataset_specific_gp_selected,WBC_specific_gp_workflow,fresh_gp_final_evaluation,q1_gp_rank_value_score_on_dataset_trainval,"[""WBC""]",dataset_outer_test_split
